MR_SUBMISSION_TEMPLATE_ID,TAX_RATE,CREATED_DATE
137652,,"2016-07-21 16:01:12"
137653,,"2016-07-21 16:01:14"
137654,,"2016-07-21 16:01:16"
137655,,"2016-07-21 16:01:18"
137656,,"2016-07-21 16:01:19"
137657,,"2016-07-21 16:01:21"
137658,,"2016-07-21 16:01:23"
137659,,"2016-07-21 16:01:25"
137660,,"2016-07-21 16:01:26"
137661,,"2016-07-21 16:01:28"
137662,,"2016-07-21 16:01:30"
137663,,"2016-07-21 16:01:31"
137664,,"2016-07-21 16:01:33"
137665,,"2016-07-21 16:01:36"
137666,,"2016-07-21 16:01:39"
137667,,"2016-07-21 16:01:41"
137668,,"2016-07-21 16:01:43"
137669,,"2016-07-21 16:01:45"
137670,,"2016-07-21 16:01:47"
137671,,"2016-07-21 16:01:49"
137672,,"2016-07-21 16:01:51"
137673,,"2016-07-21 16:01:53"
137674,,"2016-07-21 16:01:55"
137675,,"2016-07-21 16:01:58"
137676,,"2016-07-21 16:02:00"
137677,,"2016-07-21 16:02:02"
137678,,"2016-07-21 16:02:03"
137679,,"2016-07-21 16:02:05"
137680,,"2016-07-21 16:02:07"
137681,,"2016-07-21 16:02:08"
137682,,"2016-07-21 16:02:10"
137683,,"2016-07-21 16:02:12"
137684,,"2016-07-21 16:02:14"
137685,,"2016-07-21 16:02:15"
137686,,"2016-07-21 16:02:17"
137687,,"2016-07-21 16:02:19"
137688,,"2016-07-21 16:02:21"
137689,,"2016-07-21 16:02:23"
137690,,"2016-07-21 16:02:24"
137691,,"2016-07-21 16:02:26"
137692,,"2016-07-21 16:02:28"
137693,,"2016-07-21 16:02:30"
137694,,"2016-07-21 16:02:31"
137695,,"2016-07-21 16:02:33"
137696,,"2016-07-21 16:02:35"
137697,,"2016-07-21 16:02:37"
137698,,"2016-07-21 16:02:39"
137699,,"2016-07-21 16:02:41"
137700,,"2016-07-21 16:02:42"
137701,,"2016-07-21 16:02:44"
137702,,"2016-07-21 16:02:46"
137703,,"2016-07-21 16:02:48"
137810,,"2016-07-21 17:04:07"
137811,,"2016-07-21 17:04:09"
137812,,"2016-07-21 17:04:11"
137813,,"2016-07-21 17:04:12"
137814,,"2016-07-21 17:04:14"
137815,,"2016-07-21 17:04:16"
137816,,"2016-07-21 17:04:18"
137817,,"2016-07-21 17:04:20"
137818,,"2016-07-21 17:04:22"
137819,,"2016-07-21 17:04:24"
137820,,"2016-07-21 17:04:26"
137821,,"2016-07-21 17:04:28"
137822,,"2016-07-21 17:04:29"
137823,,"2016-07-21 17:04:31"
137824,,"2016-07-21 17:04:33"
137825,,"2016-07-21 17:04:35"
137826,,"2016-07-21 17:04:36"
137827,,"2016-07-21 17:04:38"
137828,,"2016-07-21 17:04:40"
137829,,"2016-07-21 17:04:42"
137830,,"2016-07-21 17:04:44"
137831,,"2016-07-21 17:04:46"
137832,,"2016-07-21 17:04:48"
137833,,"2016-07-21 17:04:49"
137834,,"2016-07-21 17:04:51"
137835,,"2016-07-21 17:04:53"
137836,,"2016-07-21 17:04:55"
137837,,"2016-07-21 17:04:57"
137838,,"2016-07-21 17:04:58"
137839,,"2016-07-21 17:05:00"
137840,,"2016-07-21 17:05:04"
137841,,"2016-07-21 17:05:06"
137842,,"2016-07-21 17:05:07"
137843,,"2016-07-21 17:05:09"
137844,,"2016-07-21 17:05:11"
137845,,"2016-07-21 17:05:12"
137846,,"2016-07-21 17:05:14"
137847,,"2016-07-21 17:05:16"
137848,,"2016-07-21 17:05:18"
137849,,"2016-07-21 17:05:21"
137850,,"2016-07-21 17:05:23"
137851,,"2016-07-21 17:05:25"
137852,,"2016-07-21 17:05:27"
137853,,"2016-07-21 17:05:28"
137854,,"2016-07-21 17:05:30"
137855,,"2016-07-21 17:05:32"
137856,,"2016-07-21 17:05:34"
137857,,"2016-07-21 17:05:35"
137858,,"2016-07-21 17:05:37"
137859,,"2016-07-21 17:05:39"
137860,,"2016-07-21 17:05:41"
137861,,"2016-07-21 17:05:42"
137862,,"2016-07-21 17:05:44"
137863,,"2016-07-21 17:05:46"
137864,,"2016-07-21 17:05:48"
137865,,"2016-07-21 17:07:19"
137866,,"2016-07-21 17:07:24"
137869,,"2016-07-21 17:20:07"
137870,,"2016-07-21 17:20:09"
137871,0.000000000000000,"2016-07-21 17:23:06"
137872,0.000000000000000,"2016-07-21 17:23:08"
137985,,"2016-07-22 09:26:04"
137986,,"2016-07-22 09:26:05"
137987,,"2016-07-22 09:26:07"
138047,0.000000000000000,"2016-07-22 10:15:04"
138048,0.000000000000000,"2016-07-22 10:15:06"
138132,0.000000000000000,"2016-07-22 11:02:03"
138133,0.000000000000000,"2016-07-22 11:02:05"
138134,0.000000000000000,"2016-07-22 11:02:06"
138135,0.000000000000000,"2016-07-22 11:02:09"
138208,0.088400000000000,"2016-07-22 11:57:03"
138209,0.088400000000000,"2016-07-22 11:57:05"
138218,0.000000000000000,"2016-07-22 12:22:03"
138219,0.000000000000000,"2016-07-22 12:22:05"
138226,,"2016-07-22 12:30:15"
138227,,"2016-07-22 12:30:17"
138232,,"2016-07-22 12:52:09"
138233,,"2016-07-22 12:52:11"
138234,,"2016-07-22 12:52:15"
138235,,"2016-07-22 12:52:17"
138236,,"2016-07-22 12:52:19"
138237,,"2016-07-22 12:52:22"
138238,,"2016-07-22 12:52:23"
138239,,"2016-07-22 12:52:26"
138240,,"2016-07-22 12:52:27"
138241,,"2016-07-22 12:52:29"
138242,,"2016-07-22 12:52:31"
138243,,"2016-07-22 12:52:33"
138244,,"2016-07-22 12:52:35"
138245,,"2016-07-22 12:52:37"
138246,,"2016-07-22 12:52:39"
138247,,"2016-07-22 12:52:40"
138248,,"2016-07-22 12:52:42"
138249,,"2016-07-22 12:52:44"
138250,,"2016-07-22 12:52:46"
138251,,"2016-07-22 12:52:48"
138252,,"2016-07-22 12:52:50"
138253,,"2016-07-22 12:52:52"
138254,,"2016-07-22 12:52:54"
138255,,"2016-07-22 12:52:56"
138256,,"2016-07-22 12:52:58"
138257,,"2016-07-22 12:53:00"
138258,,"2016-07-22 12:53:02"
138259,,"2016-07-22 12:53:04"
138260,,"2016-07-22 12:53:06"
138261,,"2016-07-22 12:53:08"
138262,,"2016-07-22 12:53:09"
138263,,"2016-07-22 12:53:11"
138264,,"2016-07-22 12:53:13"
138265,,"2016-07-22 12:53:15"
138266,,"2016-07-22 12:53:17"
138267,,"2016-07-22 12:53:20"
138268,,"2016-07-22 12:53:21"
138269,,"2016-07-22 12:53:23"
138270,,"2016-07-22 12:53:25"
138271,,"2016-07-22 12:53:27"
138272,,"2016-07-22 12:53:29"
138273,,"2016-07-22 12:53:30"
138274,,"2016-07-22 12:53:32"
138275,,"2016-07-22 12:53:34"
138276,,"2016-07-22 12:53:35"
138277,,"2016-07-22 12:53:37"
138278,,"2016-07-22 12:53:39"
138279,,"2016-07-22 12:53:41"
138280,,"2016-07-22 12:53:43"
138281,,"2016-07-22 12:53:45"
138282,,"2016-07-22 12:53:47"
138283,,"2016-07-22 12:53:49"
138284,,"2016-07-22 12:53:50"
138285,0.000000000000000,"2016-07-22 12:55:04"
138286,0.000000000000000,"2016-07-22 12:55:06"
138297,0.000000000000000,"2016-07-22 13:06:04"
138298,0.000000000000000,"2016-07-22 13:06:07"
138299,0.000000000000000,"2016-07-22 13:06:09"
138300,0.000000000000000,"2016-07-22 13:06:10"
138303,,"2016-07-22 13:08:04"
138304,,"2016-07-22 13:08:06"
138361,,"2016-07-22 14:20:04"
138362,,"2016-07-22 14:20:06"
138373,0.000000000000000,"2016-07-22 15:21:09"
138374,0.000000000000000,"2016-07-22 15:21:11"
138389,,"2016-07-22 16:00:07"
138390,,"2016-07-22 16:00:10"
138427,,"2016-07-22 17:20:10"
138428,,"2016-07-22 17:20:12"
138504,,"2016-07-22 19:29:06"
138505,,"2016-07-22 19:29:08"
138580,,"2016-07-24 14:13:17"
138581,,"2016-07-24 14:13:19"
138589,,"2016-07-24 17:53:35"
138590,,"2016-07-24 17:53:41"
138591,0.000000000000000,"2016-07-24 22:01:14"
138592,0.000000000000000,"2016-07-24 22:01:17"
138593,0.000000000000000,"2016-07-24 22:01:19"
138594,0.000000000000000,"2016-07-24 22:01:24"
138595,0.000000000000000,"2016-07-24 22:01:26"
138596,0.000000000000000,"2016-07-24 22:01:28"
138597,0.000000000000000,"2016-07-24 22:01:32"
138598,0.000000000000000,"2016-07-24 22:01:34"
138601,,"2016-07-25 07:42:07"
138602,,"2016-07-25 07:42:10"
138607,,"2016-07-25 09:35:05"
138608,,"2016-07-25 09:35:07"
138615,,"2016-07-25 10:02:05"
138616,,"2016-07-25 10:02:07"
138618,0.000000000000000,"2016-07-25 10:07:05"
138619,0.000000000000000,"2016-07-25 10:07:07"
138620,,"2016-07-25 10:18:05"
138621,,"2016-07-25 10:18:07"
138626,,"2016-07-25 10:41:06"
138627,,"2016-07-25 10:41:09"
138633,0.000000000000000,"2016-07-25 11:13:46"
138634,0.000000000000000,"2016-07-25 11:13:51"
138635,0.000000000000000,"2016-07-25 11:13:59"
138636,0.000000000000000,"2016-07-25 11:14:10"
138637,0.000000000000000,"2016-07-25 11:14:13"
138638,0.000000000000000,"2016-07-25 11:14:16"
138639,0.000000000000000,"2016-07-25 11:14:20"
138640,0.000000000000000,"2016-07-25 11:14:24"
138641,0.000000000000000,"2016-07-25 11:14:28"
138642,0.000000000000000,"2016-07-25 11:14:32"
138643,0.000000000000000,"2016-07-25 11:14:35"
138644,0.000000000000000,"2016-07-25 11:14:39"
138645,0.000000000000000,"2016-07-25 11:14:48"
138646,0.000000000000000,"2016-07-25 11:15:03"
138647,0.000000000000000,"2016-07-25 11:15:12"
138648,0.000000000000000,"2016-07-25 11:15:15"
138649,0.000000000000000,"2016-07-25 11:15:17"
138650,0.000000000000000,"2016-07-25 11:15:20"
138651,0.000000000000000,"2016-07-25 11:15:25"
138652,0.000000000000000,"2016-07-25 11:15:29"
138653,0.000000000000000,"2016-07-25 11:15:33"
138654,0.000000000000000,"2016-07-25 11:15:37"
138655,0.000000000000000,"2016-07-25 11:15:40"
138656,0.000000000000000,"2016-07-25 11:15:44"
138657,0.000000000000000,"2016-07-25 11:15:47"
138658,0.000000000000000,"2016-07-25 11:15:50"
138659,0.000000000000000,"2016-07-25 11:15:53"
138660,0.000000000000000,"2016-07-25 11:15:56"
138661,0.000000000000000,"2016-07-25 11:16:01"
138662,0.000000000000000,"2016-07-25 11:16:07"
138663,0.000000000000000,"2016-07-25 11:16:10"
138664,0.000000000000000,"2016-07-25 11:16:14"
138665,0.000000000000000,"2016-07-25 11:16:17"
138666,0.000000000000000,"2016-07-25 11:16:20"
138667,0.000000000000000,"2016-07-25 11:16:25"
138668,0.000000000000000,"2016-07-25 11:16:28"
138669,0.000000000000000,"2016-07-25 11:16:31"
138670,0.000000000000000,"2016-07-25 11:16:34"
138671,0.000000000000000,"2016-07-25 11:16:37"
138672,0.000000000000000,"2016-07-25 11:16:40"
138673,0.000000000000000,"2016-07-25 11:16:42"
138674,0.000000000000000,"2016-07-25 11:16:47"
138675,0.000000000000000,"2016-07-25 11:16:51"
138676,0.000000000000000,"2016-07-25 11:16:54"
138689,,"2016-07-25 11:31:06"
138690,,"2016-07-25 11:31:08"
138691,,"2016-07-25 11:31:10"
138692,,"2016-07-25 11:31:12"
138693,,"2016-07-25 11:31:14"
138700,0.030000000000000,"2016-07-25 11:45:05"
138701,0.030000000000000,"2016-07-25 11:45:08"
138710,,"2016-07-25 12:01:06"
138711,,"2016-07-25 12:01:08"
138736,0.000000000000000,"2016-07-25 12:46:12"
138737,0.000000000000000,"2016-07-25 12:46:15"
138744,,"2016-07-25 13:11:05"
138745,,"2016-07-25 13:11:07"
138762,0.000000000000000,"2016-07-25 14:12:04"
138763,0.000000000000000,"2016-07-25 14:12:06"
138764,,"2016-07-25 14:20:04"
138765,,"2016-07-25 14:20:06"
138766,,"2016-07-25 14:20:08"
138767,,"2016-07-25 14:20:10"
138768,,"2016-07-25 14:20:12"
138769,,"2016-07-25 14:20:15"
138770,,"2016-07-25 14:20:17"
138771,,"2016-07-25 14:20:19"
138772,,"2016-07-25 14:20:21"
138773,,"2016-07-25 14:20:23"
138774,,"2016-07-25 14:20:25"
138827,0.000000000000000,"2016-07-25 14:24:05"
138828,0.000000000000000,"2016-07-25 14:24:07"
138886,0.000000000000000,"2016-07-25 14:44:04"
138887,0.000000000000000,"2016-07-25 14:44:07"
138888,0.000000000000000,"2016-07-25 14:44:09"
138889,0.000000000000000,"2016-07-25 14:44:11"
138948,0.000000000000000,"2016-07-25 14:57:06"
138949,0.000000000000000,"2016-07-25 14:57:08"
139076,,"2016-07-25 15:10:47"
139077,,"2016-07-25 15:10:49"
139078,,"2016-07-25 15:10:51"
139079,,"2016-07-25 15:10:53"
139082,,"2016-07-25 15:26:04"
139083,,"2016-07-25 15:26:06"
139084,,"2016-07-25 15:26:08"
139137,0.000000000000000,"2016-07-25 15:43:04"
139138,0.000000000000000,"2016-07-25 15:43:06"
139147,0.000000000000000,"2016-07-25 15:46:40"
139148,0.000000000000000,"2016-07-25 15:46:43"
139182,,"2016-07-25 16:24:03"
139183,,"2016-07-25 16:24:05"
139184,,"2016-07-25 16:24:12"
139185,,"2016-07-25 16:24:14"
139267,0.000000000000000,"2016-07-25 16:47:20"
139268,0.000000000000000,"2016-07-25 16:47:22"
139269,,"2016-07-25 16:49:07"
139270,,"2016-07-25 16:49:09"
139271,,"2016-07-25 16:49:12"
139272,,"2016-07-25 16:49:13"
139273,,"2016-07-25 16:49:15"
139274,,"2016-07-25 16:49:17"
139275,,"2016-07-25 16:49:19"
139276,,"2016-07-25 16:49:20"
139277,,"2016-07-25 16:49:22"
139278,,"2016-07-25 16:49:23"
139279,,"2016-07-25 16:49:25"
139280,,"2016-07-25 16:49:27"
139281,,"2016-07-25 16:49:29"
139282,,"2016-07-25 16:49:30"
139283,,"2016-07-25 16:49:32"
139284,,"2016-07-25 16:49:34"
139285,,"2016-07-25 16:49:36"
139286,,"2016-07-25 16:49:37"
139287,,"2016-07-25 16:49:39"
139288,,"2016-07-25 16:49:41"
139289,,"2016-07-25 16:49:42"
139290,,"2016-07-25 16:49:44"
139291,,"2016-07-25 16:49:46"
139292,,"2016-07-25 16:49:47"
139293,,"2016-07-25 16:49:49"
139294,,"2016-07-25 16:49:51"
139295,,"2016-07-25 16:49:53"
139296,,"2016-07-25 16:49:54"
139297,,"2016-07-25 16:49:56"
139298,,"2016-07-25 16:49:58"
139299,,"2016-07-25 16:50:00"
139300,,"2016-07-25 16:50:02"
139301,,"2016-07-25 16:50:04"
139302,,"2016-07-25 16:50:07"
139303,,"2016-07-25 16:50:08"
139304,,"2016-07-25 16:50:10"
139305,,"2016-07-25 16:50:12"
139306,,"2016-07-25 16:50:14"
139307,,"2016-07-25 16:50:16"
139308,,"2016-07-25 16:50:18"
139309,,"2016-07-25 16:50:19"
139310,,"2016-07-25 16:50:21"
139311,,"2016-07-25 16:50:23"
139312,,"2016-07-25 16:50:25"
139313,,"2016-07-25 16:50:27"
139314,,"2016-07-25 16:50:29"
139315,,"2016-07-25 16:50:31"
139316,,"2016-07-25 16:50:32"
139317,,"2016-07-25 16:50:34"
139318,,"2016-07-25 16:50:36"
139319,,"2016-07-25 16:50:38"
139320,,"2016-07-25 16:50:39"
139325,0.000000000000000,"2016-07-25 17:04:03"
139326,0.000000000000000,"2016-07-25 17:04:05"
139327,0.000000000000000,"2016-07-25 17:04:07"
139328,0.000000000000000,"2016-07-25 17:04:09"
139329,0.000000000000000,"2016-07-25 17:04:11"
139330,0.000000000000000,"2016-07-25 17:04:13"
139333,,"2016-07-25 17:10:04"
139334,,"2016-07-25 17:10:07"
139335,,"2016-07-25 17:10:10"
139336,,"2016-07-25 17:10:13"
139337,,"2016-07-25 17:10:15"
139338,,"2016-07-25 17:10:17"
139339,,"2016-07-25 17:10:19"
139340,,"2016-07-25 17:10:21"
139341,,"2016-07-25 17:10:23"
139342,,"2016-07-25 17:10:25"
139343,,"2016-07-25 17:10:26"
139344,,"2016-07-25 17:10:29"
139345,,"2016-07-25 17:10:31"
139346,,"2016-07-25 17:10:32"
139347,,"2016-07-25 17:10:34"
139348,,"2016-07-25 17:10:36"
139349,,"2016-07-25 17:10:38"
139350,,"2016-07-25 17:10:39"
139351,,"2016-07-25 17:10:41"
139352,,"2016-07-25 17:10:43"
139353,,"2016-07-25 17:10:44"
139354,,"2016-07-25 17:10:46"
139355,,"2016-07-25 17:10:48"
139356,,"2016-07-25 17:10:51"
139357,,"2016-07-25 17:10:52"
139358,,"2016-07-25 17:10:54"
139359,,"2016-07-25 17:10:56"
139360,,"2016-07-25 17:10:58"
139361,,"2016-07-25 17:11:00"
139362,,"2016-07-25 17:11:01"
139363,,"2016-07-25 17:11:03"
139364,,"2016-07-25 17:11:05"
139365,,"2016-07-25 17:11:06"
139366,,"2016-07-25 17:11:09"
139367,,"2016-07-25 17:11:10"
139368,,"2016-07-25 17:11:12"
139369,,"2016-07-25 17:11:14"
139370,,"2016-07-25 17:11:16"
139371,,"2016-07-25 17:11:17"
139372,,"2016-07-25 17:11:19"
139373,,"2016-07-25 17:11:21"
139374,,"2016-07-25 17:11:23"
139375,,"2016-07-25 17:11:24"
139376,,"2016-07-25 17:11:26"
139377,,"2016-07-25 17:11:28"
139378,,"2016-07-25 17:11:30"
139379,,"2016-07-25 17:11:31"
139380,,"2016-07-25 17:11:33"
139381,,"2016-07-25 17:11:35"
139382,,"2016-07-25 17:11:37"
139383,,"2016-07-25 17:11:38"
139384,,"2016-07-25 17:11:41"
139385,,"2016-07-25 17:12:45"
139386,,"2016-07-25 17:12:47"
139387,,"2016-07-25 17:12:53"
139388,,"2016-07-25 17:12:56"
139389,,"2016-07-25 17:14:02"
139390,,"2016-07-25 17:14:04"
139391,,"2016-07-25 17:15:03"
139392,,"2016-07-25 17:15:05"
139393,,"2016-07-25 17:15:13"
139394,,"2016-07-25 17:15:14"
139395,,"2016-07-25 17:16:02"
139396,,"2016-07-25 17:16:04"
139397,,"2016-07-25 17:17:02"
139398,,"2016-07-25 17:17:04"
139399,,"2016-07-25 17:18:04"
139400,,"2016-07-25 17:18:06"
139427,,"2016-07-25 19:49:04"
139428,,"2016-07-25 19:49:06"
139485,0.000000000000000,"2016-07-26 08:49:05"
139486,0.000000000000000,"2016-07-26 08:49:07"
139505,0.000000000000000,"2016-07-26 09:09:06"
139506,0.000000000000000,"2016-07-26 09:09:08"
139507,,"2016-07-26 09:26:05"
139508,,"2016-07-26 09:26:06"
139511,0.030000000000000,"2016-07-26 09:34:05"
139512,0.030000000000000,"2016-07-26 09:34:07"
139513,0.030000000000000,"2016-07-26 09:34:09"
139514,0.030000000000000,"2016-07-26 09:34:11"
139539,,"2016-07-26 11:14:05"
139540,,"2016-07-26 11:14:07"
139541,,"2016-07-26 11:16:05"
139542,,"2016-07-26 11:16:06"
139545,,"2016-07-26 12:19:05"
139546,,"2016-07-26 12:19:07"
139547,,"2016-07-26 12:23:05"
139548,,"2016-07-26 12:23:06"
139549,,"2016-07-26 12:23:08"
139550,,"2016-07-26 12:23:10"
139551,,"2016-07-26 12:23:12"
139552,,"2016-07-26 12:23:14"
139553,,"2016-07-26 12:23:16"
139554,,"2016-07-26 12:23:18"
139555,0.000000000000000,"2016-07-26 12:26:05"
139556,0.000000000000000,"2016-07-26 12:26:07"
139603,,"2016-07-26 12:45:06"
139604,,"2016-07-26 12:45:08"
139605,,"2016-07-26 12:45:10"
139606,,"2016-07-26 12:45:12"
139607,,"2016-07-26 12:45:13"
139608,,"2016-07-26 12:45:15"
139609,,"2016-07-26 12:45:17"
139610,,"2016-07-26 12:45:19"
139611,,"2016-07-26 12:45:21"
139612,,"2016-07-26 12:45:23"
139613,,"2016-07-26 12:45:25"
139614,,"2016-07-26 12:45:26"
139615,,"2016-07-26 12:45:28"
139616,,"2016-07-26 12:45:30"
139617,,"2016-07-26 12:45:32"
139618,,"2016-07-26 12:45:33"
139619,,"2016-07-26 12:45:37"
139620,,"2016-07-26 12:45:39"
139621,,"2016-07-26 12:45:42"
139622,,"2016-07-26 12:45:44"
139623,,"2016-07-26 12:45:47"
139624,,"2016-07-26 12:45:49"
139625,,"2016-07-26 12:45:51"
139626,,"2016-07-26 12:45:54"
139627,,"2016-07-26 12:45:56"
139628,,"2016-07-26 12:45:58"
139629,,"2016-07-26 12:46:00"
139630,,"2016-07-26 12:46:02"
139631,,"2016-07-26 12:46:04"
139632,,"2016-07-26 12:46:06"
139633,,"2016-07-26 12:46:07"
139634,,"2016-07-26 12:46:09"
139635,,"2016-07-26 12:46:11"
139636,,"2016-07-26 12:46:13"
139637,,"2016-07-26 12:46:15"
139638,,"2016-07-26 12:46:17"
139639,,"2016-07-26 12:46:18"
139640,,"2016-07-26 12:46:20"
139641,,"2016-07-26 12:46:22"
139642,,"2016-07-26 12:46:24"
139643,,"2016-07-26 12:46:26"
139644,0.000000000000000,"2016-07-26 13:04:06"
139645,0.000000000000000,"2016-07-26 13:04:07"
139660,,"2016-07-26 13:16:34"
139661,,"2016-07-26 13:16:39"
139662,,"2016-07-26 13:17:09"
139663,,"2016-07-26 13:17:20"
139664,,"2016-07-26 13:17:25"
139667,0.000000000000000,"2016-07-26 13:21:04"
139668,0.000000000000000,"2016-07-26 13:21:06"
139669,0.000000000000000,"2016-07-26 13:28:04"
139670,0.000000000000000,"2016-07-26 13:28:06"
139673,0.000000000000000,"2016-07-26 13:38:05"
139674,0.000000000000000,"2016-07-26 13:38:07"
139687,0.000000000000000,"2016-07-26 13:58:09"
139688,0.000000000000000,"2016-07-26 13:58:19"
139689,0.000000000000000,"2016-07-26 13:58:26"
139694,,"2016-07-26 14:00:04"
139695,,"2016-07-26 14:00:06"
139698,,"2016-07-26 14:13:14"
139699,,"2016-07-26 14:13:16"
139706,0.000000000000000,"2016-07-26 14:22:04"
139707,0.000000000000000,"2016-07-26 14:22:06"
139717,0.000000000000000,"2016-07-26 14:49:05"
139718,0.000000000000000,"2016-07-26 14:49:07"
139736,,"2016-07-26 15:15:05"
139737,,"2016-07-26 15:15:06"
139741,,"2016-07-26 15:15:22"
139742,,"2016-07-26 15:15:24"
139743,,"2016-07-26 15:15:28"
139744,,"2016-07-26 15:15:30"
139753,,"2016-07-26 15:16:34"
139754,,"2016-07-26 15:16:36"
139755,,"2016-07-26 15:16:40"
139756,,"2016-07-26 15:16:42"
139757,,"2016-07-26 15:16:46"
139758,,"2016-07-26 15:16:48"
139759,,"2016-07-26 15:16:53"
139760,,"2016-07-26 15:16:55"
139761,,"2016-07-26 15:18:05"
139762,,"2016-07-26 15:18:06"
139765,,"2016-07-26 15:18:22"
139766,,"2016-07-26 15:18:24"
139767,,"2016-07-26 15:19:07"
139768,,"2016-07-26 15:19:09"
139769,,"2016-07-26 15:20:08"
139770,,"2016-07-26 15:20:10"
139771,,"2016-07-26 15:20:18"
139772,,"2016-07-26 15:20:20"
139773,,"2016-07-26 15:21:05"
139774,,"2016-07-26 15:21:07"
139775,,"2016-07-26 15:21:09"
139776,,"2016-07-26 15:22:05"
139777,,"2016-07-26 15:22:07"
139778,,"2016-07-26 15:23:05"
139779,,"2016-07-26 15:23:07"
139780,,"2016-07-26 15:30:08"
139781,,"2016-07-26 15:30:12"
139782,,"2016-07-26 15:30:15"
139783,,"2016-07-26 15:30:18"
139784,,"2016-07-26 15:30:20"
139785,,"2016-07-26 15:30:23"
139786,,"2016-07-26 15:30:25"
139787,,"2016-07-26 15:30:26"
139788,0.000000000000000,"2016-07-26 15:38:07"
139789,0.000000000000000,"2016-07-26 15:38:09"
139790,0.000000000000000,"2016-07-26 15:38:12"
139791,0.000000000000000,"2016-07-26 15:38:14"
139796,,"2016-07-26 15:52:13"
139797,,"2016-07-26 15:52:15"
139802,,"2016-07-26 16:00:14"
139803,,"2016-07-26 16:00:16"
139856,,"2016-07-26 17:33:04"
139857,,"2016-07-26 17:33:07"
139860,,"2016-07-26 17:39:05"
139861,,"2016-07-26 17:39:06"
139862,,"2016-07-26 17:39:08"
139863,,"2016-07-26 17:39:10"
139864,,"2016-07-26 17:39:12"
139865,,"2016-07-26 17:39:14"
139866,,"2016-07-26 17:39:16"
139867,,"2016-07-26 17:39:17"
139868,,"2016-07-26 17:39:19"
139869,,"2016-07-26 17:39:21"
139870,,"2016-07-26 17:39:22"
139871,,"2016-07-26 17:39:24"
139872,,"2016-07-26 17:39:25"
139873,,"2016-07-26 17:39:27"
139874,,"2016-07-26 17:39:29"
139875,,"2016-07-26 17:39:30"
139876,,"2016-07-26 17:39:32"
139877,,"2016-07-26 17:39:34"
139878,,"2016-07-26 17:39:35"
139879,,"2016-07-26 17:39:37"
139880,,"2016-07-26 17:41:04"
139881,,"2016-07-26 17:41:06"
139882,,"2016-07-26 17:44:05"
139883,,"2016-07-26 17:44:06"
139884,,"2016-07-26 17:44:08"
139885,,"2016-07-26 17:44:10"
139899,,"2016-07-26 17:53:04"
139900,,"2016-07-26 17:53:06"
139901,,"2016-07-26 17:57:04"
139902,,"2016-07-26 17:57:06"
139903,,"2016-07-26 18:00:05"
139904,,"2016-07-26 18:00:07"
139910,,"2016-07-26 18:06:21"
139911,,"2016-07-26 18:06:23"
139922,,"2016-07-26 18:46:05"
139923,,"2016-07-26 18:46:07"
139932,,"2016-07-26 19:57:05"
139933,,"2016-07-26 19:57:08"
139934,,"2016-07-26 19:57:10"
139938,,"2016-07-26 20:03:18"
139939,,"2016-07-26 20:03:22"
139940,,"2016-07-26 20:10:05"
139941,,"2016-07-26 20:10:07"
139942,,"2016-07-26 20:10:09"
139952,,"2016-07-27 00:04:06"
139953,,"2016-07-27 00:04:10"
139954,,"2016-07-27 00:04:13"
140018,,"2016-07-27 08:20:06"
140019,,"2016-07-27 08:20:08"
140020,,"2016-07-27 08:20:10"
140021,,"2016-07-27 08:20:13"
140022,,"2016-07-27 08:20:14"
140023,,"2016-07-27 08:20:16"
140024,,"2016-07-27 08:20:18"
140032,,"2016-07-27 08:45:04"
140033,,"2016-07-27 08:45:06"
140034,,"2016-07-27 08:45:09"
140035,,"2016-07-27 08:45:11"
140036,,"2016-07-27 08:45:16"
140073,,"2016-07-27 10:05:12"
140074,,"2016-07-27 10:05:14"
140086,,"2016-07-27 10:23:08"
140087,,"2016-07-27 10:23:10"
140088,,"2016-07-27 10:23:12"
140089,,"2016-07-27 10:23:15"
140090,,"2016-07-27 10:23:17"
140091,,"2016-07-27 10:23:19"
140092,,"2016-07-27 10:23:21"
140093,,"2016-07-27 10:23:24"
140094,,"2016-07-27 10:23:26"
140095,,"2016-07-27 10:23:28"
140096,,"2016-07-27 10:23:30"
140097,,"2016-07-27 10:23:32"
140098,,"2016-07-27 10:23:34"
140099,,"2016-07-27 10:23:35"
140100,,"2016-07-27 10:23:38"
140101,,"2016-07-27 10:23:40"
140102,,"2016-07-27 10:23:42"
140103,,"2016-07-27 10:23:44"
140104,,"2016-07-27 10:23:46"
140105,,"2016-07-27 10:23:48"
140106,,"2016-07-27 10:23:50"
140107,,"2016-07-27 10:23:52"
140108,,"2016-07-27 10:23:54"
140109,,"2016-07-27 10:23:56"
140110,,"2016-07-27 10:23:58"
140111,,"2016-07-27 10:24:00"
140112,,"2016-07-27 10:24:02"
140113,,"2016-07-27 10:24:05"
140114,,"2016-07-27 10:24:07"
140115,,"2016-07-27 10:24:08"
140116,,"2016-07-27 10:24:10"
140117,,"2016-07-27 10:24:12"
140118,,"2016-07-27 10:24:14"
140119,,"2016-07-27 10:24:16"
140120,,"2016-07-27 10:24:18"
140121,,"2016-07-27 10:24:20"
140122,,"2016-07-27 10:24:22"
140123,,"2016-07-27 10:24:24"
140124,,"2016-07-27 10:24:26"
140125,,"2016-07-27 10:24:28"
